index,Close,Open,a,b,c,d,e,f,g,h,i
1,1284.91,1276.69,0.56900537,0.5649609,0.5562152,0.46612626,0.46785414,0.5187281,0.6255483,0.25576627,0.6143002
2,1261.52,1285.82,0.5616818,0.5514237,0.5525823,0.48475742,0.47418287,0.50330484,0.61213344,0.27358383,0.59887016
3,1262.9,1262.96,0.5289277,0.48876527,0.50979,0.5312016,0.50743645,0.45889294,0.56159437,0.36655068,0.54105
4,1252.31,1262.9,0.4450718,0.42074865,0.42172593,0.56781083,0.5708365,0.39193505,0.44146112,0.53103083,0.4784134
5,1273.7,1251.84,0.36720216,0.32243153,0.32532868,0.6119414,0.63349384,0.33136648,0.33257827,0.7090817,0.39733034
6,1244.69,1273.38,0.4704127,0.41948444,0.4416697,0.57899725,0.5480407,0.39777616,0.4685875,0.5036056,0.47486317
7,1253.39,1245.25,0.36019906,0.30787262,0.33253348,0.6269697,0.64577883,0.32404166,0.32958692,0.7309026,0.37360904
8,1239.49,1248.66,0.42808875,0.3613588,0.3829866,0.6039732,0.58270085,0.35407117,0.40005657,0.61532545,0.42831492
9,1228.3,1241.61,0.47415543,0.3997395,0.43034795,0.5950848,0.54832804,0.3915079,0.4672231,0.5253076,0.4582061
10,1214.91,1226.83,0.484486,0.41585323,0.4541849,0.58076864,0.53247565,0.39538324,0.47900426,0.4863013,0.4778455
11,1245.36,1214.65,0.30501494,0.20867915,0.24478616,0.6721647,0.67062974,0.2771641,0.24200957,0.8530536,0.28522566
12,1260.32,1246.31,0.21454357,0.14580794,0.1640147,0.71871346,0.74703497,0.22843678,0.15054421,0.94562554,0.1956508
13,1260.68,1258.22,0.22840787,0.1610457,0.19554503,0.7291457,0.7365993,0.25081643,0.18088293,0.9318299,0.1931319
14,1260,1261.82,0.24434146,0.18974128,0.22010072,0.71820015,0.72183776,0.26438048,0.19839446,0.91240233,0.20769209
15,1277,1257.08,0.21433842,0.14976287,0.16047753,0.71932805,0.73027414,0.24808566,0.15287572,0.94178075,0.19670434
16,1282.19,1278.87,0.21201573,0.16254814,0.17411503,0.7364005,0.7138401,0.2633422,0.16913125,0.93575287,0.17843166
17,1252.54,1283.22,0.4732738,0.4159454,0.41760606,0.6119394,0.54512095,0.37030697,0.44578344,0.53723663,0.4445342
18,1257.76,1253.51,0.5078671,0.431707,0.48021132,0.63336056,0.5026077,0.3983959,0.51786244,0.467093,0.41611406
19,1234.37,1257.76,0.8007935,0.6873438,0.7539614,0.5129485,0.28644025,0.5137331,0.80874276,0.07182984,0.73276925
20,1263.2,1236.38,0.37430054,0.3312179,0.33155605,0.6331757,0.60594857,0.33793068,0.33732975,0.7006009,0.3516127
21,1284.26,1264.52,0.23504224,0.23730367,0.24354306,0.7023497,0.6738804,0.30547184,0.22883326,0.87068826,0.20489398
22,1267.38,1281.37,0.44366086,0.41790554,0.44649905,0.64055663,0.51973313,0.3811549,0.45283246,0.527496,0.37795672
23,1260.31,1269.42,0.5859445,0.5406761,0.5549071,0.581523,0.49472854,0.39424574,0.5561975,0.34885687,0.52719337
24,1249.01,1260.16,0.9003654,0.8444052,0.88811606,0.47274336,0.20163597,0.5366432,0.8899857,0.018318322,0.85665435
25,1284.88,1254.87,0.16039862,0.16083749,0.12533842,0.6779629,0.8228129,0.26879287,0.12751229,0.9608989,0.17279753
26,1289.19,1283.99,0.245689,0.2525176,0.24960351,0.6638215,0.6972673,0.30920476,0.253609,0.8604787,0.23718162
27,1266.07,1286.51,0.8877253,0.80099744,0.86244994,0.48094517,0.20243838,0.51838136,0.8654893,0.022905214,0.86297536
28,1296.32,1266.29,0.22387603,0.22166863,0.17606343,0.6275991,0.7457039,0.30362654,0.20642841,0.8905624,0.28300118
29,1305.32,1294.42,0.1326211,0.16493097,0.15449506,0.6738671,0.7980977,0.29135036,0.16172689,0.947954,0.16149089
30,1289.59,1304.79,0.3700632,0.3848985,0.38292107,0.6093662,0.6536511,0.345068,0.36417526,0.6756682,0.37229905
31,1285.83,1288.64,0.798512,0.6765053,0.8014801,0.5302583,0.28761223,0.47532338,0.7730541,0.06658561,0.75734
32,1292.93,1282.11,0.7797514,0.6670693,0.73680025,0.5396842,0.3230649,0.46113488,0.7324233,0.09422598,0.7447159
33,1298.2,1293.85,0.4824703,0.457016,0.4650055,0.59538823,0.59726316,0.37415716,0.4717492,0.51717466,0.46158737
34,1278.6,1298.14,0.97687304,0.908233,0.9663647,0.44707248,0.06761351,0.58180624,0.9471162,0.001648062,0.9539628
35,1266.69,1276.65,0.9898286,0.95086265,0.9901273,0.386314,0.035908412,0.66039747,0.97954994,0.000132053,0.9803817
36,1274.54,1267.34,0.8967439,0.7533643,0.8897698,0.48384118,0.21942472,0.4991384,0.8359845,0.023160769,0.88383424
37,1277.72,1271.07,0.79621965,0.71617913,0.7925049,0.5288218,0.33992797,0.4423384,0.7095272,0.08985255,0.7940312
38,1292.2,1277.59,0.21164472,0.29867703,0.23949069,0.62432295,0.77996826,0.32057157,0.25388622,0.87509614,0.2805027
39,1266.84,1290.47,0.94373643,0.8234133,0.9328968,0.4705603,0.13072324,0.5352005,0.8821598,0.006444893,0.9294527
40,1271.51,1267.03,0.765845,0.6655818,0.7734967,0.544946,0.3911076,0.4213013,0.66639346,0.13911943,0.7484753
41,1281.66,1271.29,0.045885097,0.13313308,0.049471755,0.6676376,0.93347865,0.25229663,0.08889901,0.9917173,0.09387328
42,1300.68,1283.79,0.005294205,0.02395428,0.005519027,0.7203199,0.9805822,0.195671,0.022197204,0.999775,0.01944257
43,1282.83,1296.49,0.049258813,0.10518688,0.054111585,0.6697094,0.904336,0.27426532,0.11102839,0.9878412,0.090961516
44,1277.58,1287.83,0.07553376,0.15205635,0.08043559,0.6240906,0.8812248,0.29704866,0.14636156,0.96712774,0.19868779
45,1274.98,1276.61,0.7740494,0.62726367,0.766837,0.5367113,0.35593665,0.44739243,0.686064,0.10409315,0.78177655
46,1236.83,1271.8,0.9961888,0.96007144,0.99488646,0.3933894,0.014501208,0.6515832,0.9761079,3.42E-05,0.9908003
47,1242.31,1233.21,0.99496126,0.9442492,0.99319434,0.43436068,0.017972115,0.6160884,0.9678711,9.83E-05,0.98126006
48,1267.79,1249.5,0.008490215,0.03189432,0.00759029,0.67971253,0.96644986,0.21688095,0.038251724,0.9992557,0.03783635
49,1224.51,1267.98,0.97973275,0.87995106,0.9711623,0.48524007,0.052846614,0.5363321,0.90725404,0.002044003,0.9559205
50,1232.04,1227.5,0.9219354,0.7616105,0.8933237,0.53678155,0.1668197,0.48395807,0.8057709,0.02655787,0.8605551
51,1249.05,1229.04,0.004999511,0.03349361,0.005765082,0.69582874,0.9788067,0.21445449,0.031736173,0.9995659,0.024248417
52,1251.7,1245.88,0.001034564,0.015400731,0.001491774,0.74365515,0.9958716,0.16822235,0.012815071,0.9999838,0.0065164
53,1192.7,1250.92,0.9760477,0.9209716,0.96094227,0.48771113,0.06277251,0.5470001,0.89255816,0.002097424,0.964526
54,1213.59,1188.31,0.32234773,0.36498302,0.31649676,0.6133913,0.6339644,0.33938617,0.3405308,0.74926263,0.38647148
55,1156.39,1210.34,0.9974607,0.97003156,0.9963762,0.43072036,0.010870756,0.6467282,0.9763105,2.41E-05,0.98851985
56,1206.51,1157.08,0.00034344,0.004910944,0.000298192,0.721423,0.99769646,0.14673808,0.005958668,0.9999969,0.006351133
57,1255.08,1213.11,0.000536878,0.004907035,0.001267113,0.78729266,0.9943516,0.13090484,0.008101746,0.9999975,0.001930509
58,1207.09,1255.37,0.005170727,0.025888689,0.020403637,0.77480465,0.97117686,0.19616205,0.043412708,0.999783,0.005354652
59,1188.22,1207.61,0.44647005,0.2552393,0.5353831,0.6535971,0.551966,0.37672636,0.48491815,0.62869704,0.19925626
60,1185.87,1188.79,0.042059846,0.128169,0.15763313,0.7156724,0.93588775,0.26929364,0.16165082,0.9910253,0.029490652
61,1209.18,1187.87,0.003182668,0.022648972,0.005741636,0.737795,0.9889637,0.17748694,0.0245471,0.99994814,0.009315208
62,1213.01,1204.47,0.008358418,0.03677407,0.01935828,0.72251344,0.9704578,0.23919366,0.06461549,0.99932575,0.017980434
63,1106.39,1209.07,0.9998253,0.9890648,0.999213,0.3606087,0.001808675,0.7159389,0.99167234,9.00E-07,0.9987489
64,1166.36,1113.78,0.31258166,0.26507556,0.092466496,0.56278217,0.7710569,0.42532602,0.3931047,0.6698208,0.56024134
65,1161.06,1164.17,0.11426298,0.19351614,0.38252163,0.66803926,0.82145625,0.30558208,0.27960235,0.9289867,0.09256291
66,1114.28,1160.64,0.99841106,0.9676194,0.99896157,0.5077669,0.006680502,0.56159174,0.9675328,0.000103572,0.97786885
67,1099.23,1115.16,0.99455875,0.9032797,0.9897977,0.4905209,0.02077598,0.55100375,0.9343749,0.000660224,0.97040904
68,1056.89,1097.56,0.99957734,0.9898038,0.99880195,0.38149536,0.003178458,0.69837385,0.9877386,1.50E-06,0.99733645
69,996.23,1057.6,0.9985593,0.99031067,0.9947797,0.40379462,0.007999951,0.6652413,0.97700125,9.72E-06,0.99543697
70,984.94,988.91,0.9977162,0.98167497,0.9962398,0.45895967,0.011099349,0.6069697,0.96505463,3.99E-05,0.98615605
71,909.92,988.42,0.99342716,0.97342956,0.99641645,0.54219943,0.016756909,0.5097291,0.9238018,0.000378939,0.94556135
72,899.22,902.31,0.97457904,0.8430747,0.99265045,0.5403409,0.034852814,0.47438517,0.8879869,0.002873594,0.90635026
73,1003.35,912.75,5.65E-05,0.000516694,2.89E-05,0.7538721,0.99922,0.11784985,0.002468912,0.9999999,0.001394878
74,998.01,1009.97,9.72E-06,0.000628574,3.89E-06,0.79642785,0.9999106,0.08061618,0.000655443,1,0.000492562
75,907.84,994.6,4.75E-05,0.003302452,8.87E-05,0.7834831,0.99964094,0.10297717,0.002200644,1,0.00117137
76,946.43,909.53,0.000219577,0.003758499,0.000119434,0.7319928,0.9990833,0.14975184,0.005717519,0.9999993,0.00445565
77,940.55,942.29,0.000761308,0.005296247,0.000236326,0.73886085,0.99767107,0.16220021,0.009640606,0.999998,0.005199165
78,985.4,943.51,0.002656433,0.009543926,0.002126535,0.72512054,0.9937715,0.20106499,0.027122738,0.99997056,0.007723313
79,955.05,980.4,0.017853051,0.04168285,0.035717484,0.7314418,0.9619864,0.24903393,0.11194112,0.9987418,0.014286446
80,896.78,951.67,0.03457708,0.05521508,0.01497061,0.61172384,0.9235818,0.37640083,0.17118213,0.96778727,0.17438501
81,908.11,899.08,0.002631599,0.016288942,0.001826757,0.6477979,0.9938698,0.28706476,0.041882318,0.99974483,0.045390584
82,876.77,895.22,0.17584164,0.29018328,0.18848933,0.5927842,0.7981565,0.41980466,0.3716113,0.6005499,0.31872198
83,848.92,874.28,0.46930364,0.41494393,0.49713087,0.5840379,0.5144632,0.4666209,0.57254934,0.16740322,0.45361403
84,940.51,848.92,0.001570016,0.02357919,0.002050572,0.74354464,0.9607622,0.2946189,0.03809484,0.99963844,0.016740112
85,930.09,939.51,0.15082298,0.25018933,0.27079573,0.66527814,0.77849346,0.33635932,0.31712177,0.8739007,0.135418
86,954.09,939.38,0.16725586,0.25155705,0.19474141,0.65462184,0.80763155,0.350751,0.31135058,0.87814635,0.1540065
87,968.75,953.11,0.011488713,0.119956195,0.029688306,0.77445084,0.819124,0.32493055,0.11537231,0.9939966,0.015053258
88,966.3,968.67,0.097412445,0.2620507,0.2354866,0.70484453,0.78532535,0.37107378,0.32311013,0.8958822,0.068933554
89,1005.75,971.31,0.05851053,0.271415,0.07417595,0.7038285,0.6977807,0.38177174,0.2283413,0.8988576,0.10017333
90,952.77,1001.84,0.9911795,0.9226133,0.9568227,0.53711337,0.034295905,0.5069489,0.8907809,0.001880145,0.9490463
91,904.88,952.4,0.9999325,0.98839414,0.99929893,0.39831573,0.001964225,0.63864726,0.9896416,4.18E-06,0.99844164
92,930.99,907.44,0.8403899,0.6943324,0.87656504,0.6082745,0.13529421,0.49245647,0.7911688,0.02238477,0.6201778
93,919.21,936.75,0.9997482,0.97941554,0.99803513,0.45350182,0.003107865,0.6160637,0.980029,2.16E-05,0.993893
94,898.95,917.15,0.99992,0.9857538,0.99952614,0.39275974,0.001733034,0.65864015,0.9907486,2.54E-06,0.9977791
95,852.3,893.39,0.9999895,0.9966394,0.99996066,0.32374752,0.000341272,0.7389178,0.9975909,1.74E-08,0.9994591
96,911.29,853.13,0.8741408,0.7668685,0.45907614,0.46584412,0.3503042,0.3898322,0.5216659,0.09310357,0.94113666
97,873.29,904.36,0.9940602,0.9659928,0.9862424,0.48097476,0.055309553,0.48203632,0.89114934,0.001600338,0.9778139
98,850.75,873.23,0.9995315,0.9888905,0.999338,0.4161341,0.004896294,0.6260849,0.9824158,4.59E-06,0.99413055
99,859.12,852.34,0.99774975,0.9668952,0.99353445,0.4529367,0.020979915,0.5392417,0.9456721,0.000223791,0.987351
100,806.58,859.03,0.99784315,0.9725902,0.9961521,0.41946128,0.014559245,0.58043575,0.9587107,4.66E-05,0.99235535
101,752.44,805.87,0.99532205,0.9838525,0.99501354,0.42701647,0.017652845,0.5535585,0.9367844,6.25E-05,0.9909995
102,800.03,755.84,0.97792983,0.8432614,0.9714589,0.45976967,0.074721105,0.51895475,0.8787633,0.002082615,0.965691
103,851.81,801.2,7.75E-06,0.000336787,2.47E-06,0.74886084,0.99990153,0.10901054,0.0009336,1,0.00094763
104,857.39,853.4,0.000139741,0.002199208,9.96E-05,0.75822264,0.99923193,0.14636782,0.006119599,0.99999964,0.001990478
105,887.68,852.9,7.12E-05,0.001878463,5.60E-05,0.7780699,0.99918514,0.15150222,0.004306923,0.99999976,0.001278538
106,896.24,886.89,1.04E-05,0.000895107,4.48E-05,0.86115223,0.9995322,0.16627088,0.003139039,1,0.0001038
107,816.21,888.61,0.012348702,0.061838478,0.007630582,0.64213485,0.97294927,0.22020507,0.04815211,0.9984242,0.078617714
108,848.81,817.94,0.05301379,0.12500033,0.07488611,0.6478858,0.91430646,0.32325912,0.20968358,0.966098,0.115106955
109,870.74,843.6,0.00283096,0.032083895,0.00890469,0.7313342,0.9615447,0.26991034,0.05941953,0.9990295,0.01628788
110,845.22,869.75,0.20892239,0.20789237,0.5032367,0.6522654,0.5780833,0.36315224,0.41925365,0.6669983,0.20019844
111,876.07,844.43,0.002954673,0.041992728,0.009494839,0.7160508,0.9554493,0.30092925,0.06438342,0.9979426,0.027032869
112,909.7,882.71,0.00010317,0.02096538,0.003179482,0.8674664,0.95171714,0.24103162,0.021464426,0.9999682,0.000619245
113,888.67,906.48,0.006293808,0.075890176,0.0641902,0.7291095,0.9668801,0.2543457,0.080417745,0.998372,0.01643792
114,899.24,892.17,0.46519384,0.46794486,0.6671053,0.60901994,0.6940622,0.3279869,0.43780726,0.5688336,0.31130436
115,873.59,898.35,0.9997516,0.9832997,0.99857247,0.41754344,0.009808021,0.55167955,0.97255456,5.01E-05,0.9954015
116,879.73,871.79,0.99023193,0.86520296,0.9670916,0.46594775,0.17044286,0.43956706,0.8536398,0.007381391,0.9597841
117,868.57,881.07,0.99986124,0.9850612,0.99939,0.3945591,0.004764678,0.62188613,0.98679847,7.10E-06,0.9971615
118,913.18,871.53,0.91519964,0.7246175,0.7638724,0.53914654,0.2100076,0.42650005,0.68602484,0.052492447,0.85346514
119,904.42,908.16,0.02215738,0.14700113,0.08807723,0.70238787,0.8458805,0.33456627,0.18435258,0.9623316,0.046711624
120,885.28,905.98,0.99861693,0.9501649,0.9951237,0.44333276,0.017824847,0.5526967,0.9525506,0.000213731,0.9885795
121,887.88,886.96,0.9960366,0.947007,0.9890203,0.4679086,0.047381256,0.48540673,0.90675116,0.001276066,0.9751532
122,871.63,887.2,0.9992312,0.960329,0.9968579,0.41769266,0.01228251,0.5816907,0.9652142,6.66E-05,0.9921595
123,863.16,874.31,0.99934274,0.97612804,0.9983954,0.41646838,0.010430581,0.5922426,0.9723617,2.82E-05,0.9929222
124,868.15,863.87,0.99965477,0.9702744,0.9990895,0.4235368,0.006034973,0.633229,0.98530364,8.88E-06,0.9917074
125,872.8,869.51,0.98718995,0.826089,0.9634102,0.5240918,0.1084435,0.46530223,0.8592374,0.010167355,0.9037823
126,869.42,872.37,0.96154696,0.7399006,0.89291626,0.49567467,0.16430749,0.47028074,0.79271764,0.017625133,0.9238848
127,890.64,870.58,0.00094833,0.024659012,0.001834696,0.68214583,0.99520516,0.2024155,0.019813227,0.99988925,0.01731049
128,903.25,890.59,0.000222496,0.008171284,0.000302324,0.7119739,0.9976889,0.18766795,0.00997851,0.99998856,0.007468444
129,931.8,902.99,0.000115384,0.004783415,0.000172898,0.73485667,0.9973145,0.19030726,0.007532224,0.9999945,0.005126832
130,927.45,929.17,0.006712231,0.054614328,0.010251137,0.65442127,0.98107696,0.2458832,0.06139133,0.998531,0.05777931
131,934.7,931.17,0.007278692,0.049813654,0.00942836,0.6775996,0.9693767,0.25350332,0.0651732,0.9984627,0.042691905
132,906.65,927.45,0.25561994,0.32187697,0.25117746,0.5753314,0.75765395,0.3610805,0.33033466,0.70554376,0.48601633
133,909.73,905.73,0.55896163,0.4866489,0.6322633,0.5691981,0.6001167,0.38775927,0.5171854,0.35626006,0.5922475
134,890.35,909.91,0.997428,0.930947,0.9948336,0.4589536,0.016516555,0.5702489,0.9510129,0.000231596,0.98376334
135,870.26,890.4,0.99955577,0.9748623,0.99942565,0.39512753,0.003731398,0.6649899,0.98620075,3.62E-06,0.99567056
136,871.79,869.79,0.9990181,0.9678056,0.99911755,0.42820388,0.006179631,0.63688815,0.97983986,1.17E-05,0.99066895
137,842.62,867.28,0.9987507,0.98059523,0.9989624,0.41763046,0.005798061,0.63237953,0.9754479,7.10E-06,0.9924717
138,843.74,841.99,0.9935262,0.9582311,0.9950191,0.44975814,0.019239558,0.5642823,0.9338666,0.000132874,0.9819709
139,850.12,844.45,0.9747711,0.85085773,0.95422685,0.51839995,0.07098944,0.4844492,0.83710086,0.006649731,0.9229526
140,805.22,849.64,0.97976685,0.9510953,0.9813353,0.51289606,0.046898812,0.4896653,0.8556626,0.001575791,0.9492984
141,840.24,806.77,0.06310504,0.21155804,0.04368333,0.6508474,0.9217736,0.2680386,0.12966354,0.9899565,0.16446987
142,827.5,839.74,0.003783912,0.091333635,0.010536192,0.71164453,0.9903881,0.206654,0.04017834,0.99966836,0.024293372
143,831.95,822.16,0.000527966,0.012904695,0.000618801,0.7224876,0.9978619,0.18175866,0.013958829,0.9999857,0.00737075
144,836.57,832.5,0.000422808,0.005750331,0.000380277,0.7375187,0.9978473,0.16499838,0.011242759,0.9999956,0.004263971
145,845.71,837.3,0.000775928,0.006982715,0.000660909,0.7413892,0.99662125,0.17740764,0.016074395,0.99999166,0.004604892
146,874.09,845.73,0.00048686,0.003146663,0.000197597,0.7464326,0.9949734,0.1736151,0.010511386,0.99999666,0.004233677
147,845.14,868.89,0.003309876,0.01613671,0.002615419,0.7210358,0.983322,0.21788274,0.035510447,0.9998708,0.012983787
148,825.88,845.69,0.25788295,0.25094873,0.25369665,0.6264415,0.7014056,0.35559848,0.34680417,0.7854748,0.25927067
149,825.44,823.09,0.5347122,0.25945902,0.51640254,0.6014371,0.5309111,0.38791373,0.52032304,0.4878357,0.388425
150,838.51,825.69,0.020052506,0.061698124,0.025196545,0.6803232,0.9311971,0.28346196,0.11136167,0.9949062,0.047553435
151,832.23,837.77,0.005426989,0.032999463,0.005385724,0.6839196,0.9810463,0.25245082,0.05230096,0.9994771,0.032845408
152,845.85,831.75,0.009763395,0.04477715,0.015588805,0.6852114,0.94904536,0.2706814,0.07784871,0.9978867,0.041014776
153,868.6,846.09,0.002409548,0.022658776,0.003105527,0.73068136,0.9687872,0.28609657,0.04949149,0.9996101,0.017018415
154,869.89,868.24,0.020432895,0.095627606,0.042092882,0.70860434,0.89536685,0.3236911,0.14708008,0.990117,0.043700468
155,827.16,866.87,0.96927255,0.8764608,0.94739366,0.5211012,0.094302356,0.48193258,0.8168239,0.006623075,0.91926193
156,833.74,827.41,0.99819595,0.9432959,0.995057,0.4960339,0.01623616,0.56026727,0.95551366,0.000312519,0.9733015
157,835.19,829.91,0.93768,0.693048,0.8435272,0.5286635,0.16755894,0.48910475,0.78433126,0.021406934,0.86426324
158,826.84,833.95,0.9994734,0.9666891,0.99803835,0.47812578,0.006829655,0.6036126,0.9772486,6.02E-05,0.9874012
159,789.17,818.61,0.9999453,0.9933915,0.99987245,0.38715085,0.000807598,0.7011833,0.9944642,2.49E-07,0.99811697
160,788.42,791.06,0.9994111,0.97613424,0.99897027,0.45205134,0.005781707,0.60587645,0.97751975,2.41E-05,0.9899338
161,778.94,787.91,0.9986326,0.96960396,0.9978479,0.48733032,0.008574327,0.56404334,0.9617683,9.26E-05,0.98009586
162,770.05,775.87,0.996031,0.9619566,0.9955309,0.4965438,0.015239881,0.5391752,0.9378517,0.000263022,0.9716481
163,743.33,773.25,0.9936659,0.96351,0.995248,0.51539975,0.020459827,0.52184033,0.922745,0.000405513,0.95984834
164,773.14,744.69,0.024138367,0.09494901,0.021830238,0.6696072,0.94237936,0.25183302,0.09329681,0.9958681,0.074069984
165,764.9,770.64,0.001245855,0.0474349,0.003021646,0.7207119,0.99490154,0.18985373,0.023487022,0.9999132,0.013685835
166,752.83,765.76,0.010519504,0.099536076,0.014983807,0.6737826,0.97157174,0.26528266,0.07700698,0.9973882,0.058542322
167,735.09,749.93,0.22434218,0.39100248,0.4838904,0.6198452,0.7510189,0.34179664,0.3514454,0.7868668,0.32865566
168,700.82,729.57,0.97088975,0.855249,0.9744658,0.521426,0.09220302,0.49676603,0.8565437,0.006339637,0.9340514
169,696.33,704.44,0.25893483,0.4265058,0.53288233,0.61476684,0.7832755,0.3602142,0.38660038,0.7472012,0.3838975
170,712.87,698.6,0.013269441,0.054468293,0.031335067,0.6524481,0.9711285,0.29051602,0.10743026,0.9953762,0.06858609
171,682.55,708.27,0.43677968,0.2859622,0.45133975,0.58841735,0.5723566,0.39544976,0.45896077,0.5444178,0.47119874
172,683.38,684.04,0.013056006,0.040651076,0.013567228,0.6607203,0.9641342,0.2760592,0.087371565,0.99716127,0.053365834
173,676.53,680.76,0.011548849,0.06886208,0.021271186,0.68181896,0.96467876,0.26431176,0.083439134,0.99730587,0.03875541
174,719.6,679.28,0.000328603,0.003133389,9.66E-05,0.7160979,0.9976888,0.16959222,0.007342142,0.9999982,0.006633372
175,721.36,719.59,0.000998402,0.006749083,0.000604692,0.7396037,0.9934454,0.20386243,0.018550053,0.9999887,0.006558021
176,750.74,720.89,0.001298826,0.009286842,0.000587113,0.741487,0.98677665,0.21929117,0.021105284,0.9999701,0.008941225
177,756.55,751.97,0.002514267,0.02212649,0.004444799,0.7482808,0.977797,0.25801304,0.048086192,0.99977475,0.009907508
178,753.89,758.84,0.003257527,0.031425573,0.005795456,0.73473746,0.96844256,0.27643302,0.058747966,0.9994523,0.01679807
179,778.12,753.88,0.00336872,0.051056474,0.005402978,0.773126,0.92288524,0.3017717,0.061209857,0.99897397,0.010743177
180,794.35,776.01,0.000743358,0.049514744,0.004912226,0.83476585,0.8515536,0.2822454,0.04419859,0.99959,0.003191763
181,784.04,797.92,0.012506101,0.1504245,0.07380415,0.74303776,0.806184,0.3484832,0.17752829,0.9746401,0.03098389
182,768.54,784.58,0.7637926,0.63504714,0.8028923,0.5937147,0.31796584,0.44262493,0.69009894,0.07970475,0.6280176
183,822.92,772.31,0.016597489,0.17272665,0.03186721,0.73955464,0.7284826,0.35707965,0.1462103,0.968902,0.039531738
184,806.12,820.6,0.089241214,0.3308479,0.28260824,0.7095592,0.65603834,0.37899733,0.340413,0.79688233,0.07524539
185,813.88,806.81,0.3921245,0.49546665,0.3814432,0.6354233,0.4196949,0.40933764,0.46285525,0.32937995,0.3337952
186,832.86,814.06,0.95243174,0.8131057,0.9138547,0.57870615,0.13297094,0.43163127,0.78116703,0.02226745,0.7325898
187,815.94,828.68,0.99909425,0.95527947,0.99369204,0.48265502,0.024092784,0.49990013,0.94539136,0.000586193,0.976929
188,787.53,809.07,0.9999949,0.9971271,0.99993336,0.2859791,0.001152331,0.6483841,0.9953506,2.24E-07,0.9997898
189,797.87,790.88,0.99999607,0.99676406,0.999974,0.28879797,0.000450553,0.7112129,0.99786276,2.69E-08,0.9997453
190,811.08,793.59,0.99970347,0.9652335,0.9968369,0.39875856,0.014773889,0.5277557,0.9634155,0.000139617,0.9950954
191,834.38,814.53,0.8860924,0.5949962,0.5715078,0.5414397,0.39603466,0.34604567,0.5410894,0.29301575,0.7653242
192,842.5,835.13,0.99254906,0.90266913,0.9746115,0.55211633,0.07416914,0.4239696,0.8567508,0.010978397,0.88274866
193,835.48,839.75,0.9941164,0.88672996,0.97633106,0.5051359,0.06296999,0.45471624,0.8786625,0.005179447,0.94465816
194,815.55,834.12,0.99876416,0.9524477,0.9956964,0.43690857,0.023278357,0.52708054,0.94812393,0.000276909,0.9873718
195,825.16,816.76,0.9143447,0.75008035,0.7835828,0.5260929,0.38503656,0.4019861,0.6514629,0.11105791,0.83678573
196,856.56,829.29,0.022629095,0.06965644,0.012372359,0.61680377,0.9701849,0.23474656,0.068874754,0.99708277,0.106646426
197,858.73,855.33,0.13577826,0.17251574,0.12700367,0.63093746,0.8348302,0.3109206,0.24063043,0.94140315,0.19074214
198,841.5,856.88,0.9977099,0.93699366,0.9951514,0.424302,0.025029149,0.5533698,0.9521153,0.000217525,0.9900602
199,852.06,839.44,0.253221,0.28439233,0.2628411,0.57596654,0.8315303,0.33849475,0.3104455,0.8258697,0.41603696
200,865.3,854.54,0.01137537,0.063209064,0.021298401,0.6251431,0.9688191,0.2854318,0.0872783,0.99446374,0.09375382
201,869.6,865.18,0.5683462,0.42434758,0.63179934,0.5630986,0.48073006,0.3997783,0.5301346,0.3109479,0.6167465
202,832.39,868.27,0.9989096,0.9661294,0.9984022,0.38787237,0.007958892,0.63117504,0.97457933,1.30E-05,0.9953681
203,850.08,831.25,0.9942741,0.89948195,0.9901929,0.44181827,0.039754905,0.54920924,0.9313468,0.000533282,0.9821029
204,843.55,847.26,0.92502075,0.7710904,0.9247997,0.5176372,0.2251949,0.4472102,0.7549717,0.031387944,0.89757264
205,851.92,844.62,0.9106244,0.71137655,0.88411885,0.53671324,0.21331476,0.44992372,0.73149467,0.045132037,0.8371017
206,866.23,853.91,0.010603525,0.06147892,0.016908508,0.6818512,0.9554487,0.2581935,0.07667755,0.9972742,0.038272448
207,857.51,862.82,0.6138212,0.44248578,0.6428854,0.5985033,0.5043088,0.37771252,0.5205239,0.44405946,0.507144
208,855.16,854.48,0.093564704,0.25696385,0.106483355,0.63227993,0.89976984,0.29903683,0.18477598,0.9631552,0.19635534
209,873.64,856.85,0.003313923,0.03798162,0.004502289,0.6879864,0.98503864,0.23867024,0.041437835,0.99945444,0.026274424
210,872.81,876.59,0.003622426,0.04087599,0.00847393,0.67503166,0.98421085,0.25418743,0.0528532,0.99905545,0.03327112
211,877.52,872.74,0.006388275,0.037013605,0.008702955,0.6805824,0.9810099,0.2673868,0.067892954,0.99885535,0.033378247
212,907.24,879.21,0.001873172,0.016952444,0.001351852,0.7016911,0.98281866,0.23941037,0.030509135,0.99980277,0.019100562
213,903.8,906.1,0.031178812,0.09836175,0.052547783,0.6722933,0.91543734,0.29832825,0.15415291,0.9875246,0.07160654
214,919.53,903.95,0.010639252,0.0535926,0.01961216,0.677653,0.9473365,0.2584462,0.08029611,0.99729425,0.044265434
215,907.39,919.58,0.066835225,0.16306336,0.0770259,0.6027492,0.8703567,0.34251562,0.20036203,0.93394613,0.25862595
216,929.23,909.03,0.07193711,0.15470867,0.10288527,0.64143986,0.841111,0.33442625,0.21503636,0.94534653,0.15890142
217,909.24,922.99,0.86224514,0.63252264,0.83931535,0.5693673,0.27017343,0.45275992,0.710398,0.076057516,0.7404732
