index,Close,Open,a,b,c,d,e,f,g,h
1,1284.91,1276.69,0.30135277,0.6407913,0.31953076,0.5442671,0.32541573,0.6369478,0.65868586,0.19007502
2,1261.52,1285.82,0.2868719,0.62144434,0.35372093,0.5702458,0.33163598,0.5996797,0.66369164,0.19419207
3,1262.9,1262.96,0.30408016,0.6309211,0.37117013,0.5706064,0.3490048,0.580057,0.62225336,0.22141485
4,1252.31,1262.9,0.31300646,0.65416867,0.35465544,0.5461614,0.37911916,0.6098345,0.54796207,0.24933141
5,1273.7,1251.84,0.33119994,0.68431985,0.3367319,0.5219295,0.41427642,0.63560253,0.45946386,0.30158803
6,1244.69,1273.38,0.30921236,0.67877984,0.3638485,0.53875715,0.4008881,0.60477614,0.51579225,0.268495
7,1253.39,1245.25,0.33112237,0.6711122,0.34776714,0.54532737,0.41501915,0.6235803,0.47577155,0.30650875
8,1239.49,1248.66,0.30655482,0.69062763,0.32867515,0.54684025,0.42796287,0.6504182,0.49891588,0.272679
9,1228.3,1241.61,0.31727737,0.6802105,0.36943635,0.5505274,0.42179435,0.60127366,0.47816548,0.30078936
10,1214.91,1226.83,0.2951328,0.6911917,0.36135343,0.54061645,0.42150128,0.6132427,0.50267357,0.27567607
11,1245.36,1214.65,0.3213833,0.7302473,0.31294057,0.5111016,0.460294,0.672124,0.41960186,0.31458336
12,1260.32,1246.31,0.39805305,0.7462011,0.29740247,0.46519694,0.47971115,0.7116017,0.29019085,0.42129785
13,1260.68,1258.22,0.3892263,0.71705925,0.33512354,0.49846554,0.46552357,0.6604437,0.326262,0.41863415
14,1260,1261.82,0.39731726,0.7290613,0.3600978,0.48357508,0.4765321,0.64549506,0.3053787,0.42275217
15,1277,1257.08,0.38150564,0.7349772,0.29896507,0.47949633,0.48992732,0.7082308,0.31232744,0.40788093
16,1282.19,1278.87,0.41201788,0.75362223,0.26948977,0.4641465,0.51331323,0.75281674,0.26947996,0.44622543
17,1252.54,1283.22,0.28090885,0.6760479,0.35917008,0.57576203,0.38229683,0.59850407,0.5912541,0.22148257
18,1257.76,1253.51,0.31497222,0.71542776,0.37278134,0.54145145,0.41540942,0.6009395,0.50729936,0.27214056
19,1234.37,1257.76,0.26029012,0.67653424,0.3958102,0.59576935,0.38467944,0.5578011,0.63429016,0.18916607
20,1263.2,1236.38,0.30447096,0.70750403,0.37020284,0.53408074,0.42374548,0.6046432,0.48693722,0.27823424
21,1284.26,1264.52,0.3387342,0.7262954,0.32377982,0.502223,0.46013662,0.67171454,0.40355146,0.35536
22,1267.38,1281.37,0.31331807,0.7089067,0.36020777,0.5275799,0.42076313,0.61876476,0.48481098,0.2939731
23,1260.31,1269.42,0.3322875,0.6898359,0.42700803,0.5502694,0.39809898,0.5455793,0.4798109,0.28168124
24,1249.01,1260.16,0.29508495,0.6602777,0.47011638,0.5941289,0.37110287,0.4888374,0.5723127,0.22488509
25,1284.88,1254.87,0.39848313,0.70191395,0.43109754,0.49927709,0.45787516,0.5558868,0.32667497,0.3822614
26,1289.19,1283.99,0.3285087,0.6729725,0.30497155,0.54099613,0.40557897,0.6740602,0.4947113,0.2993488
27,1266.07,1286.51,0.2483519,0.635454,0.33462405,0.6075861,0.36474887,0.62276125,0.6760991,0.17619398
28,1296.32,1266.29,0.29773876,0.6569328,0.3057113,0.5615459,0.39419788,0.6603175,0.55911845,0.24266002
29,1305.32,1294.42,0.34586516,0.6797281,0.3280104,0.52354217,0.43483058,0.6572256,0.42856267,0.35803795
30,1289.59,1304.79,0.33433157,0.680044,0.40451333,0.54055655,0.40583834,0.5705535,0.46013153,0.31275928
31,1285.83,1288.64,0.26270878,0.6603512,0.3803106,0.5781614,0.38195533,0.5715652,0.61494845,0.22063582
32,1292.93,1282.11,0.28468582,0.6604444,0.35325465,0.5720384,0.3785857,0.6057834,0.6084214,0.2149746
33,1298.2,1293.85,0.3413486,0.6649316,0.35525003,0.5563247,0.390043,0.61894673,0.5162554,0.27291507
34,1278.6,1298.14,0.25544208,0.6587438,0.40513575,0.58615184,0.38060504,0.55354327,0.62206656,0.1915717
35,1266.69,1276.65,0.23851286,0.6342121,0.4366076,0.609767,0.36621195,0.5151209,0.6695665,0.1827846
36,1274.54,1267.34,0.2618117,0.63050526,0.3929402,0.59514076,0.38072222,0.55767983,0.62346214,0.21663925
37,1277.72,1271.07,0.29771185,0.63644946,0.40168574,0.5840117,0.38036174,0.5602774,0.5750142,0.23716979
38,1292.2,1277.59,0.32972345,0.66320574,0.36335883,0.5461657,0.39437893,0.605676,0.5045022,0.2812443
39,1266.84,1290.47,0.25955743,0.6280441,0.3888588,0.5874273,0.38049373,0.564001,0.62882674,0.20869236
40,1271.51,1267.03,0.30740497,0.63533896,0.38563752,0.58819425,0.3962205,0.5822038,0.55342907,0.25452355
41,1281.66,1271.29,0.35730478,0.68014514,0.35361752,0.53461653,0.41335666,0.62749386,0.44716835,0.3027483
42,1300.68,1283.79,0.36806026,0.6962327,0.30357733,0.49252066,0.4290275,0.67966545,0.39246315,0.36349297
43,1282.83,1296.49,0.3279651,0.6846943,0.31658268,0.5285938,0.41382894,0.65819836,0.48651296,0.28874063
44,1277.58,1287.83,0.28622606,0.64546365,0.29263154,0.56202817,0.40175837,0.677126,0.5746092,0.24089693
45,1274.98,1276.61,0.28597358,0.63404876,0.35142344,0.5789553,0.39323297,0.6099486,0.5781765,0.2570485
46,1236.83,1271.8,0.22085774,0.6304823,0.39343792,0.5921722,0.38904053,0.56714803,0.67216563,0.17635354
47,1242.31,1233.21,0.2529404,0.6761339,0.39334646,0.55990064,0.4025108,0.57777953,0.5992223,0.20875591
48,1267.79,1249.5,0.30928504,0.7062935,0.2539144,0.5081949,0.4340802,0.73101693,0.47494414,0.27831876
49,1224.51,1267.98,0.26223975,0.6463554,0.3136893,0.5658958,0.3995475,0.66340417,0.62197804,0.2058549
50,1232.04,1227.5,0.32601395,0.6660153,0.34598628,0.5441072,0.39793667,0.6242834,0.50852424,0.28893113
51,1249.05,1229.04,0.33553538,0.7141669,0.33865136,0.49601537,0.42824453,0.6416215,0.420053,0.3129618
52,1251.7,1245.88,0.40969688,0.7063016,0.34460044,0.4903655,0.42443556,0.64151925,0.34523413,0.39571473
53,1192.7,1250.92,0.2860383,0.6462607,0.2919855,0.54443455,0.3713521,0.6818229,0.6310428,0.20118932
54,1213.59,1188.31,0.3039127,0.6726916,0.32430622,0.55817086,0.4324913,0.6634336,0.5044689,0.26795685
55,1156.39,1210.34,0.26214978,0.6494889,0.25391185,0.55635226,0.3718431,0.7226624,0.70464104,0.1684011
56,1206.51,1157.08,0.30454287,0.6689318,0.32190043,0.53946733,0.42931634,0.64460623,0.48278448,0.28576732
57,1255.08,1213.11,0.3807489,0.7133391,0.36353645,0.5007293,0.46843654,0.6114867,0.28068715,0.45696783
58,1207.09,1255.37,0.3484576,0.7022268,0.38572472,0.5353432,0.43607566,0.5838463,0.42926094,0.33276495
59,1188.22,1207.61,0.34262437,0.6938266,0.4334043,0.5476561,0.4259756,0.5347455,0.4338234,0.34298468
60,1185.87,1188.79,0.38687348,0.6769922,0.4955244,0.5590009,0.4304247,0.4783081,0.35351533,0.40543026
61,1209.18,1187.87,0.43730786,0.7325829,0.44450977,0.4767326,0.4606394,0.5486485,0.23794526,0.46172863
62,1213.01,1204.47,0.3409096,0.6806754,0.35103747,0.54387105,0.42828774,0.6111072,0.4429485,0.35356343
63,1106.39,1209.07,0.2039235,0.6009609,0.35273746,0.59471244,0.35200664,0.6041596,0.76784194,0.13381298
64,1166.36,1113.78,0.31919387,0.6767316,0.26907355,0.53871095,0.38279504,0.6921696,0.59770423,0.23347253
65,1161.06,1164.17,0.33379906,0.7011098,0.4010326,0.5347461,0.41548708,0.5746661,0.45261437,0.3259445
66,1114.28,1160.64,0.26673824,0.6247778,0.48388383,0.59360605,0.39428756,0.483167,0.5578899,0.28018063
67,1099.23,1115.16,0.2733688,0.6809832,0.348816,0.53764546,0.38811913,0.6258539,0.60288197,0.21675466
68,1056.89,1097.56,0.24021997,0.65453726,0.2515729,0.54382443,0.3478722,0.7219553,0.7609798,0.13601574
69,996.23,1057.6,0.30210394,0.6526206,0.22461179,0.5407671,0.33527958,0.77163094,0.73720837,0.1425454
70,984.94,988.91,0.32853195,0.703493,0.3078012,0.5169403,0.3845716,0.7014598,0.55468136,0.21679586
71,909.92,988.42,0.25270763,0.59792006,0.46812516,0.58905977,0.35143587,0.49296245,0.6492282,0.20505965
72,899.22,902.31,0.23368143,0.5771684,0.41232392,0.6041109,0.36158273,0.5180516,0.6650142,0.22773491
73,1003.35,912.75,0.31169283,0.6679234,0.34066242,0.5493982,0.46264893,0.6151675,0.4161507,0.3329073
74,998.01,1009.97,0.5043373,0.7276312,0.37201348,0.48872375,0.47308698,0.6315996,0.17544465,0.4996512
75,907.84,994.6,0.41416407,0.70625246,0.42757118,0.5117338,0.4509906,0.55948246,0.29368734,0.37849176
76,946.43,909.53,0.42365932,0.6877693,0.39605892,0.5349117,0.4601308,0.5818358,0.26714292,0.45645627
77,940.55,942.29,0.5145889,0.7335939,0.41321132,0.4832295,0.47518975,0.587561,0.15781426,0.5279407
78,985.4,943.51,0.5261158,0.7758285,0.32581303,0.41490322,0.49638584,0.6913985,0.14347993,0.54589736
79,955.05,980.4,0.35512456,0.7668072,0.24630128,0.5018554,0.4309977,0.73936796,0.4629913,0.30797434
80,896.78,951.67,0.21933992,0.663779,0.222547,0.5739151,0.3995902,0.71181524,0.7041544,0.21023068
81,908.11,899.08,0.3044481,0.67683667,0.31256402,0.52454334,0.42273682,0.62478924,0.4757491,0.38329038
82,876.77,895.22,0.30454504,0.7368651,0.4546891,0.49317542,0.40707856,0.5053579,0.43999553,0.34792528
83,848.92,874.28,0.30473822,0.7512694,0.46686256,0.4810891,0.42228127,0.49586436,0.42182523,0.36988947
84,940.51,848.92,0.2610335,0.72411036,0.1839977,0.5133247,0.48760453,0.7832506,0.5269691,0.29069772
85,930.09,939.51,0.35236815,0.6994007,0.31178784,0.5297939,0.41858068,0.67078096,0.4225862,0.3662356
86,954.09,939.38,0.42799488,0.728151,0.3301965,0.49171045,0.48218825,0.6842038,0.26144958,0.46480638
87,968.75,953.11,0.37165076,0.8506171,0.15123762,0.5260698,0.65340817,0.8743201,0.28300038,0.46728006
88,966.3,968.67,0.4334937,0.77772754,0.26441753,0.5063189,0.5295215,0.7581417,0.2741858,0.43822747
89,1005.75,971.31,0.3717313,0.7769837,0.13719855,0.5623101,0.5614286,0.86594504,0.41629496,0.37586433
90,952.77,1001.84,0.26702026,0.6634051,0.36409166,0.5192099,0.31117666,0.6075497,0.6337061,0.16853394
91,904.88,952.4,0.23104733,0.6387791,0.3744473,0.56718314,0.31288853,0.59119874,0.71776354,0.13399771
92,930.99,907.44,0.2756666,0.6943327,0.35605496,0.5096686,0.36069676,0.61532867,0.5952895,0.2145766
93,919.21,936.75,0.28438577,0.7186919,0.47874373,0.4857357,0.3425835,0.49712378,0.5391117,0.22250609
94,898.95,917.15,0.2730263,0.6960751,0.47483844,0.51577497,0.3452351,0.49178874,0.5720889,0.2175421
95,852.3,893.39,0.20811063,0.6837902,0.5102675,0.5251103,0.30491427,0.45025775,0.69767827,0.1380878
96,911.29,853.13,0.26000676,0.66475594,0.37469864,0.5280678,0.37175345,0.61100763,0.57834244,0.16392855
97,873.29,904.36,0.3544346,0.6512595,0.4756623,0.5507964,0.35666722,0.50360554,0.49192753,0.2631411
98,850.75,873.23,0.34566486,0.6423179,0.5013418,0.5730751,0.32883826,0.48126242,0.56667054,0.22561125
99,859.12,852.34,0.32456627,0.63889116,0.345969,0.57965046,0.37201884,0.6468315,0.58954597,0.20370196
100,806.58,859.03,0.27252638,0.5854827,0.30269143,0.6201001,0.371823,0.68540674,0.70357525,0.15728432
101,752.44,805.87,0.27171126,0.561826,0.30503848,0.63126737,0.36484885,0.7064658,0.71846527,0.13990358
102,800.03,755.84,0.25473395,0.6171601,0.30364075,0.567436,0.37276742,0.6550363,0.6628889,0.1896973
103,851.81,801.2,0.35618433,0.6900056,0.29807457,0.47795388,0.43872184,0.65014416,0.3744884,0.3920089
104,857.39,853.4,0.42653877,0.68796414,0.2870553,0.48924258,0.4420252,0.68519956,0.3299678,0.43939248
105,887.68,852.9,0.43625724,0.74046284,0.32331333,0.4552658,0.5111769,0.6664676,0.24049288,0.50101817
106,896.24,886.89,0.46479613,0.7737777,0.14295912,0.5920365,0.6644445,0.86883205,0.20753682,0.5766843
107,816.21,888.61,0.26877508,0.67208755,0.38016212,0.50034237,0.35839912,0.57971,0.5589852,0.1904079
108,848.81,817.94,0.29663256,0.6371372,0.39002618,0.54725236,0.36429924,0.5510998,0.53210497,0.293292
109,870.74,843.6,0.27558434,0.6507027,0.29238057,0.53477573,0.41171342,0.6554539,0.5335454,0.2859871
110,845.22,869.75,0.22256424,0.61822605,0.27661666,0.5911534,0.3649918,0.65827215,0.70761335,0.16729763
111,876.07,844.43,0.26069704,0.6343018,0.35045686,0.5593488,0.4039174,0.58652574,0.55085236,0.2812419
112,909.7,882.71,0.28669834,0.7357417,0.19006075,0.62693375,0.55243707,0.77500755,0.5693693,0.3573246
113,888.67,906.48,0.38744918,0.76342684,0.33479956,0.52056175,0.55873156,0.6835892,0.33032718,0.46500963
114,899.24,892.17,0.41497236,0.7277578,0.48273847,0.44763526,0.43473813,0.53742653,0.27808353,0.4566899
115,873.59,898.35,0.32545862,0.6650835,0.5521471,0.51921684,0.31411725,0.41365397,0.49817386,0.25666502
116,879.73,871.79,0.30203244,0.6165591,0.4178237,0.57740486,0.31931695,0.5401328,0.623846,0.18927695
117,868.57,881.07,0.29378122,0.62392956,0.4631707,0.5843671,0.31191424,0.49349776,0.63949734,0.18225753
118,913.18,871.53,0.29075962,0.65730685,0.37257487,0.5304681,0.3572109,0.5902034,0.5559531,0.22725675
119,904.42,908.16,0.33813858,0.7106317,0.35563236,0.49928114,0.46197104,0.6353195,0.39970645,0.38237858
120,885.28,905.98,0.28745112,0.6565916,0.45555827,0.55035436,0.35193563,0.49900267,0.5657833,0.23455985
121,887.88,886.96,0.34275216,0.6769618,0.48909253,0.52909446,0.3598073,0.4856341,0.46013647,0.29326707
122,871.63,887.2,0.29767752,0.67688,0.50107884,0.5483903,0.36542064,0.45726275,0.5381316,0.23156203
123,863.16,874.31,0.3298059,0.66094387,0.50834936,0.56897277,0.35040537,0.45533413,0.5479154,0.22532828
124,868.15,863.87,0.32334659,0.65291536,0.42352054,0.59631467,0.34519726,0.54133517,0.64695376,0.17550275
125,872.8,869.51,0.3608326,0.6914392,0.43512547,0.5390228,0.38008574,0.53500706,0.49667475,0.25201893
126,869.42,872.37,0.28933278,0.6463158,0.35678077,0.5705697,0.39435354,0.6069401,0.5686394,0.2355005
127,890.64,870.58,0.34357023,0.6778449,0.37905252,0.5076119,0.42355877,0.594218,0.41280514,0.3542918
128,903.25,890.59,0.35422388,0.67013276,0.30135742,0.50294036,0.4403921,0.6785896,0.40040228,0.3893879
129,931.8,902.99,0.33507106,0.667752,0.25158137,0.5101314,0.46575376,0.72614306,0.42525473,0.37446663
130,927.45,929.17,0.3350673,0.6402362,0.27076343,0.5435917,0.39293143,0.7039655,0.5108096,0.31065324
131,934.7,931.17,0.32936358,0.67048365,0.27586526,0.53198,0.4196063,0.7035054,0.48856056,0.30993736
132,906.65,927.45,0.25515226,0.6421529,0.32321048,0.5835246,0.38809356,0.631218,0.64213616,0.20253845
133,909.73,905.73,0.2808516,0.6453045,0.3555206,0.5841537,0.38844118,0.602895,0.60304904,0.23712485
134,890.35,909.91,0.23870318,0.650031,0.3668718,0.58574486,0.3801317,0.5869779,0.6624165,0.18386437
135,870.26,890.4,0.21624275,0.6251494,0.3912392,0.6056444,0.36430678,0.5577117,0.7169338,0.15835832
136,871.79,869.79,0.2304904,0.63028336,0.4091229,0.59725946,0.3605816,0.5421521,0.6933741,0.17857501
137,842.62,867.28,0.21785668,0.63313013,0.42043912,0.5892188,0.3586939,0.5407081,0.70830035,0.15617125
138,843.74,841.99,0.25232148,0.66202617,0.4214861,0.5573129,0.38672927,0.5530595,0.5907729,0.20577958
139,850.12,844.45,0.2990777,0.6799209,0.38075927,0.54549235,0.4101286,0.5969196,0.5109819,0.2528656
140,805.22,849.64,0.3022203,0.6477824,0.39295477,0.5716368,0.39465702,0.60107785,0.56606764,0.20874992
141,840.24,806.77,0.3494,0.67957264,0.2949964,0.5539295,0.43344516,0.7000944,0.48627493,0.2549681
142,827.5,839.74,0.37725076,0.66015303,0.35139683,0.5610692,0.41381744,0.6337992,0.46184465,0.29424053
143,831.95,822.16,0.35850972,0.6757301,0.32622918,0.544237,0.4281043,0.6441695,0.44250524,0.32900527
144,836.57,832.5,0.36565414,0.7052477,0.29254773,0.51875305,0.43674278,0.6833643,0.42282054,0.3377862
145,845.71,837.3,0.39256752,0.7173073,0.31043893,0.50391495,0.43817538,0.6656934,0.3742187,0.3781285
146,874.09,845.73,0.3759295,0.7401885,0.23000914,0.46501973,0.46685684,0.74914145,0.3498323,0.39674634
147,845.14,868.89,0.35169354,0.72802085,0.29380086,0.4968503,0.43515223,0.6834263,0.43710256,0.3228971
148,825.88,845.69,0.3182155,0.7050645,0.3374828,0.5321768,0.41973782,0.638318,0.508358,0.27394423
149,825.44,823.09,0.29997167,0.6985783,0.2845031,0.55034304,0.42422953,0.6897414,0.56825274,0.24887918
150,838.51,825.69,0.3390619,0.7256232,0.33429936,0.49768853,0.4358642,0.64130193,0.41822657,0.3456575
151,832.23,837.77,0.36210224,0.69085795,0.3539754,0.51132894,0.43260077,0.6178717,0.3802308,0.40004316
152,845.85,831.75,0.31613234,0.71262944,0.32203555,0.50186586,0.4395583,0.6486497,0.44553003,0.33545193
153,868.6,846.09,0.3720602,0.6991273,0.3083753,0.49652824,0.46228892,0.66902196,0.3382672,0.45704633
154,869.89,868.24,0.38927078,0.72360635,0.3229286,0.490014,0.483463,0.67251813,0.3166749,0.4642645
155,827.16,866.87,0.2750515,0.677556,0.4662013,0.5497402,0.38522562,0.49458206,0.53612196,0.24753205
156,833.74,827.41,0.3086449,0.69708246,0.42768908,0.55550444,0.4013157,0.54214334,0.5149538,0.26815116
157,835.19,829.91,0.28481013,0.665765,0.39855102,0.5706052,0.41161168,0.55554557,0.52799505,0.27844158
158,826.84,833.95,0.3120208,0.6708396,0.37774768,0.5757313,0.39174813,0.5930915,0.55855864,0.24717572
159,789.17,818.61,0.23645563,0.6688267,0.42640498,0.5803532,0.37624988,0.5464632,0.66764694,0.16531672
160,788.42,791.06,0.30542663,0.6832603,0.44226456,0.560251,0.39498222,0.5323238,0.5303993,0.24658774
161,778.94,787.91,0.309311,0.6961282,0.4141508,0.54231656,0.39631134,0.5718261,0.52272415,0.23759988
162,770.05,775.87,0.2904856,0.68246204,0.39517465,0.54280007,0.39871424,0.5923601,0.524088,0.24638358
163,743.33,773.25,0.29325807,0.65377575,0.40170202,0.5584862,0.37916398,0.5813351,0.57752734,0.21948181
164,773.14,744.69,0.32913613,0.69649166,0.25827822,0.53403896,0.42574522,0.7353183,0.51320136,0.24425867
165,764.9,770.64,0.3619506,0.65916044,0.3130791,0.5538626,0.4080708,0.6724542,0.4735997,0.29548982
166,752.83,765.76,0.34396404,0.65694344,0.34708592,0.548195,0.4046766,0.62248546,0.46200836,0.322234
167,735.09,749.93,0.31692484,0.64947265,0.35196182,0.55794644,0.39291805,0.61860555,0.5311808,0.28379866
168,700.82,729.57,0.27777302,0.59491146,0.3425624,0.6060844,0.37700567,0.62147605,0.6597775,0.21238872
169,696.33,704.44,0.31911522,0.59934247,0.3875717,0.5984992,0.37589243,0.57042927,0.5762357,0.2732775
170,712.87,698.6,0.29573715,0.6249801,0.32510862,0.57287264,0.3858332,0.6232782,0.5906551,0.26708463
171,682.55,708.27,0.2823184,0.64530873,0.36138764,0.554809,0.38785604,0.5862468,0.5782152,0.26005542
172,683.38,684.04,0.30927908,0.6749284,0.31215814,0.54169106,0.4140952,0.6483392,0.52399755,0.27974433
173,676.53,680.76,0.35029346,0.7023772,0.38433644,0.51139635,0.4149439,0.5859541,0.41680354,0.34124425
174,719.6,679.28,0.38200426,0.72363514,0.3107385,0.46808794,0.46287313,0.66222554,0.29566625,0.44732568
175,721.36,719.59,0.4131709,0.748981,0.30434626,0.4599089,0.49715054,0.69110316,0.2575565,0.48756418
176,750.74,720.89,0.374702,0.72780114,0.25854066,0.4795801,0.4647713,0.7237664,0.34965774,0.3990831
177,756.55,751.97,0.39308494,0.7144567,0.25692102,0.4997642,0.46815044,0.72503006,0.3499106,0.41091266
178,753.89,758.84,0.3628809,0.7061015,0.2503797,0.5067192,0.45179135,0.7282607,0.39759964,0.3832235
179,778.12,753.88,0.3659339,0.79478866,0.18206061,0.52396584,0.5486425,0.8044708,0.3839107,0.36465582
180,794.35,776.01,0.28183225,0.74336404,0.20575885,0.5358732,0.4698417,0.7646604,0.5218863,0.25967857
181,784.04,797.92,0.29864565,0.7247186,0.24721971,0.53996766,0.4644648,0.73274124,0.50366443,0.30141756
182,768.54,784.58,0.29369128,0.6748151,0.38272697,0.53611064,0.38065997,0.59484404,0.556199,0.26119325
183,822.92,772.31,0.2781259,0.7773029,0.2076171,0.5743987,0.53096586,0.77560234,0.5559108,0.25577947
184,806.12,820.6,0.34573543,0.7542331,0.33528283,0.52381146,0.49139735,0.6777286,0.4184181,0.36540782
185,813.88,806.81,0.32161343,0.7471348,0.39066786,0.5018332,0.45364293,0.6166337,0.42361903,0.3344963
186,832.86,814.06,0.37546837,0.7414129,0.42681915,0.4608315,0.41675186,0.5961833,0.35103422,0.36207688
187,815.94,828.68,0.37447056,0.7173177,0.4967697,0.47316155,0.37263885,0.5079467,0.38469672,0.3266933
188,787.53,809.07,0.30929258,0.65492547,0.581915,0.54535925,0.28903076,0.38743767,0.57309806,0.18486992
189,797.87,790.88,0.28563464,0.6621097,0.51909256,0.5483738,0.29616854,0.44860968,0.61988145,0.17386281
190,811.08,793.59,0.31070742,0.6743739,0.45454443,0.5316278,0.34869057,0.5182502,0.5303816,0.2235692
191,834.38,814.53,0.32144746,0.67554945,0.33810785,0.5168353,0.36428425,0.6471186,0.51635295,0.22915259
192,842.5,835.13,0.38723743,0.71352875,0.44123727,0.4843891,0.3711635,0.5552795,0.39731762,0.30993092
193,835.48,839.75,0.33511356,0.69258124,0.40860143,0.5205135,0.36683545,0.5747286,0.5016157,0.24300076
194,815.55,834.12,0.32265007,0.67720306,0.4767517,0.54260933,0.36261111,0.49446428,0.5195328,0.23602441
195,825.16,816.76,0.37742415,0.6749535,0.47617805,0.5282777,0.40226996,0.50598663,0.36625323,0.35244238
196,856.56,829.29,0.33279166,0.66665035,0.3092451,0.52232736,0.40398315,0.67824864,0.48243192,0.27150777
197,858.73,855.33,0.30064958,0.648923,0.2910463,0.55977046,0.39388278,0.67897594,0.5774149,0.23574424
198,841.5,856.88,0.24988559,0.6025672,0.30746847,0.6184771,0.36618507,0.65818167,0.7026048,0.16646703
199,852.06,839.44,0.31533882,0.6478266,0.3906716,0.5638621,0.39719555,0.57371265,0.5242335,0.27135935
200,865.3,854.54,0.30679247,0.66272587,0.3811624,0.5392794,0.4301261,0.58419526,0.47032365,0.32960704
201,869.6,865.18,0.2773774,0.6452061,0.36161822,0.56463474,0.39605755,0.5944669,0.5666565,0.2614286
202,832.39,868.27,0.22244197,0.61445194,0.38263088,0.60728794,0.36657628,0.5741474,0.70450526,0.15423898
203,850.08,831.25,0.25065884,0.60939014,0.32795766,0.6190054,0.38220772,0.63461953,0.6854773,0.17606165
204,843.55,847.26,0.28109238,0.6076516,0.35858762,0.6080003,0.3782022,0.6045497,0.6334317,0.21014781
205,851.92,844.62,0.31233206,0.6668568,0.4235946,0.55115193,0.4031882,0.5363755,0.49199855,0.2907516
206,866.23,853.91,0.3319502,0.7076928,0.3384872,0.5008652,0.42393273,0.6378113,0.43824285,0.31394228
207,857.51,862.82,0.3152536,0.66465825,0.34532082,0.558592,0.3917423,0.6226595,0.5684149,0.23726031
208,855.16,854.48,0.34773588,0.6729601,0.38786387,0.5504981,0.413437,0.5899796,0.46119574,0.2895699
209,873.64,856.85,0.34537804,0.6803482,0.33950508,0.520433,0.41895673,0.63358164,0.44084683,0.32107976
210,872.81,876.59,0.33291116,0.65852773,0.34948874,0.5329502,0.413767,0.61510617,0.4562308,0.34621936
211,877.52,872.74,0.33937573,0.6671655,0.33131334,0.54483193,0.42590553,0.63416463,0.47481066,0.32253578
212,907.24,879.21,0.34203327,0.6951475,0.270885,0.50166655,0.4528417,0.7104757,0.40619397,0.36077228
213,903.8,906.1,0.32660788,0.6766304,0.29762712,0.54160655,0.4181849,0.6763016,0.49872956,0.30566677
214,919.53,903.95,0.3218487,0.7033965,0.29185277,0.511525,0.44874224,0.695138,0.44842967,0.32849926
215,907.39,919.58,0.2783224,0.6580998,0.35431972,0.55799633,0.41931996,0.60453486,0.5174219,0.29588705
216,929.23,909.03,0.2985513,0.6836793,0.3332901,0.54369175,0.43742743,0.63691145,0.50059825,0.29901424
217,909.24,922.99,0.29524615,0.6628321,0.4038131,0.57180375,0.40161493,0.55155265,0.5574874,0.25956914
218,908.35,910.52,0.267036,0.6717359,0.38937104,0.57539886,0.39132458,0.57187444,0.6057259,0.21467848
219,883.92,905.4,0.24353969,0.63912797,0.40273157,0.6010156,0.37058815,0.5601347,0.6816397,0.1716754
220,893.07,884.24,0.26351595,0.6362932,0.41899884,0.59354466,0.36964163,0.5317358,0.6440049,0.20848304
221,882.88,892.76,0.2924368,0.6398362,0.46991754,0.5805232,0.3712883,0.48512137,0.57300323,0.2468799
222,909.71,886.07,0.3054461,0.6895244,0.3571747,0.5377526,0.41046518,0.6146972,0.5193374,0.25258672
223,908.13,909.67,0.34134516,0.6803715,0.38215777,0.5352507,0.40464926,0.5923735,0.45868027,0.31305307
224,903.47,908.62,0.30197078,0.6451758,0.30682766,0.5734008,0.4000562,0.67614686,0.5711187,0.23746616
225,888.33,900.42,0.3205813,0.64945745,0.46374616,0.5775866,0.39337295,0.507143,0.51744854,0.25964355
226,887,888.68,0.34470046,0.67723954,0.3846761,0.5661155,0.40858182,0.6007355,0.5083389,0.25469166
227,910.33,887,0.31802595,0.67992127,0.3034215,0.53727496,0.41545606,0.6716892,0.52024055,0.26199108
228,893.06,909.95,0.30742425,0.6444376,0.29191473,0.5719394,0.4039071,0.67745715,0.5690149,0.25725096
229,906.83,892.96,0.32453233,0.67828363,0.30876648,0.5332864,0.41424075,0.65894073,0.49373925,0.2980609
230,919.14,907.02,0.35194218,0.68550384,0.26720726,0.50849044,0.41531122,0.7023105,0.4434446,0.3508017
231,942.87,923.26,0.39915547,0.7390132,0.2503152,0.43413702,0.46540064,0.74561346,0.29502484,0.4529075
232,944.74,942.87,0.4097884,0.7331708,0.3000362,0.46394253,0.48351723,0.69910175,0.27454212,0.48041666
233,931.76,942.51,0.34561506,0.7000549,0.36808378,0.5126063,0.4258223,0.60459214,0.4245032,0.34398308
234,942.46,932.49,0.34949505,0.69845486,0.34379566,0.5220406,0.43310803,0.6327625,0.41912544,0.34962305
235,940.09,945.67,0.30360827,0.6851132,0.32601467,0.54866165,0.39741993,0.6409058,0.55390114,0.24719845
236,939.14,938.12,0.32121724,0.67783886,0.41128382,0.5459307,0.3972222,0.55268294,0.50411433,0.2817105
237,942.43,940.35,0.27487552,0.68290836,0.3396204,0.5590561,0.39242703,0.6209609,0.6040476,0.22319289
238,939.15,942.73,0.2517948,0.6489989,0.36536402,0.57395154,0.38056618,0.58428615,0.62746954,0.21933006
239,944.89,939.04,0.30166647,0.6793005,0.3737921,0.54654574,0.4051993,0.5941453,0.5062452,0.28339902
